"","Date","Stock","Values"
"58979",2006-11-30,58501,-0.036418
"58980",2006-12-29,58501,0.05874
"58981",2006-01-31,58675,0.102686
"58982",2006-02-28,58675,-0.23128
"58983",2006-03-31,58675,-0.001538
"58984",2006-04-28,58675,-0.097451
"58985",2006-05-31,58675,-0.125729
"58986",2006-06-30,58675,-0.0311
"58987",2006-07-31,58675,0.007142
"58988",2006-08-31,58675,-0.026239
"58989",2006-09-29,58675,-0.006917
"58990",2006-10-31,58675,0.15268
"58991",2006-11-30,58675,0.171624
"58992",2006-12-29,58675,-0.15561
"58993",2006-01-31,58683,-0.001674
"58994",2006-02-28,58683,0.015707
"58995",2006-03-31,58683,0.069049
"58996",2006-04-28,58683,-0.101988
"58997",2006-05-31,58683,-0.011698
"58998",2006-06-30,58683,0.01305
"58999",2006-07-31,58683,0.094961
"59000",2006-08-31,58683,-0.041193
"59001",2006-09-29,58683,-0.042206
"59002",2006-10-31,58683,-0.101939
"59003",2006-11-30,58683,0.041043
"59004",2006-12-29,58683,-0.028539
"59005",2006-01-31,58771,0.03859
"59006",2006-02-28,58771,0.087411
"59007",2006-03-31,58771,0.049978
"59008",2006-04-28,58771,0.100256
"59009",2006-05-31,58771,0.022918
"59010",2006-06-30,58771,-0.079944
"59011",2006-07-31,58771,-0.10366
"59012",2006-08-31,58771,0.081586
"59013",2006-09-29,58771,0.007021
"59014",2006-10-31,58771,0.132682
"59015",2006-11-30,58771,0.029774
"59016",2006-12-29,58771,0.025728
"59017",2006-01-31,58819,0.064528
"59018",2006-02-28,58819,0.112581
"59019",2006-03-31,58819,-0.052945
"59020",2006-04-28,58819,0.021106
"59021",2006-05-31,58819,0.072046
"59022",2006-06-30,58819,-0.006907
"59023",2006-07-31,58819,0.059192
"59024",2006-08-31,58819,0.007132
"59025",2006-09-29,58819,-0.027604
"59026",2006-10-31,58819,0.077274
"59027",2006-11-30,58819,0.010142
"59028",2006-12-29,58819,-0.033049
"59029",2006-01-31,58975,0.189951
"59030",2006-02-28,58975,-0.075273
"59031",2006-03-31,58975,0.035473
"59032",2006-04-28,58975,0.061496
"59033",2006-05-31,58975,0.224604
"59034",2006-06-30,58975,0.218667
"59035",2006-07-31,58975,-0.050456
"59036",2006-08-31,58975,-0.181464
"59037",2006-09-29,58975,-0.147831
"59038",2006-10-31,58975,0.164407
"59039",2006-11-30,58975,0.207525
"59040",2006-12-29,58975,-0.093658
"59041",2006-01-31,59010,0.02201
"59042",2006-02-28,59010,0.021476
"59043",2006-03-31,59010,0.008166
"59044",2006-04-28,59010,-0.035185
"59045",2006-05-31,59010,0.001781
"59046",2006-06-30,59010,-0.043561
"59047",2006-07-31,59010,-0.006874
"59048",2006-08-31,59010,-0.035324
"59049",2006-09-29,59010,0.123205
"59050",2006-10-31,59010,0.109356
"59051",2006-11-30,59010,-0.11362
"59052",2006-12-29,59010,0.04194
"59053",2006-01-31,59045,0.072406
"59054",2006-02-28,59045,0.088708
"59055",2006-03-31,59045,0.107393
"59056",2006-04-28,59045,0.078473
"59057",2006-05-31,59045,0.015103
"59058",2006-06-30,59045,0.047511
"59059",2006-07-31,59045,-0.191089
"59060",2006-08-31,59045,-0.090777
"59061",2006-09-29,59045,0.06409
"59062",2006-10-31,59045,0.113998
"59063",2006-11-30,59045,0.024632
"59064",2006-12-29,59045,-0.056997
"59065",2006-01-31,59089,0.225952
"59066",2006-02-28,59089,-0.171645
"59067",2006-03-31,59089,0.031129
"59068",2006-04-28,59089,0.157565
"59069",2006-05-31,59089,-0.000677
"59070",2006-06-30,59089,-0.004278
"59071",2006-07-31,59089,-0.062611
"59072",2006-08-31,59089,0.096715
"59073",2006-09-29,59089,-0.082095
"59074",2006-10-31,59089,-0.038984
"59075",2006-11-30,59089,0.067186
"59076",2006-12-29,59089,0.010619
"59077",2006-01-31,59176,0.01807
"59078",2006-02-28,59176,0.023864
"59079",2006-03-31,59176,-0.028385
"59080",2006-04-28,59176,0.022661
"59081",2006-05-31,59176,0.005921
"59082",2006-06-30,59176,-0.024971
"59083",2006-07-31,59176,-0.022978
"59084",2006-08-31,59176,0.00502
"59085",2006-09-29,59176,0.063277
"59086",2006-10-31,59176,0.029424
"59087",2006-11-30,59176,0.011541
"59088",2006-12-29,59176,0.029208
"59089",2006-01-31,59248,-0.070525
"59090",2006-02-28,59248,0.00572
"59091",2006-03-31,59248,0.089846
"59092",2006-04-28,59248,0.072763
"59093",2006-05-31,59248,-0.122903
"59094",2006-06-30,59248,0.043854
"59095",2006-07-31,59248,0.048593
"59096",2006-08-31,59248,-0.015816
"59097",2006-09-29,59248,-0.024015
"59098",2006-10-31,59248,0.028991
"59099",2006-11-30,59248,-0.001109
"59100",2006-12-29,59248,0.071408
"59101",2006-01-31,59328,-0.151938
"59102",2006-02-28,59328,-0.029511
"59103",2006-03-31,59328,-0.05904
"59104",2006-04-28,59328,0.023122
"59105",2006-05-31,59328,-0.097393
"59106",2006-06-30,59328,0.050384
"59107",2006-07-31,59328,-0.056632
"59108",2006-08-31,59328,0.088578
"59109",2006-09-29,59328,0.046999
"59110",2006-10-31,59328,0.033333
"59111",2006-11-30,59328,0.003063
"59112",2006-12-29,59328,-0.057517
"59113",2006-01-31,59396,0.01754
"59114",2006-02-28,59396,-0.010859
"59115",2006-03-31,59396,0.02777
"59116",2006-04-28,59396,0.016107
"59117",2006-05-31,59396,-0.043851
"59118",2006-06-30,59396,0.003019
"59119",2006-07-31,59396,-0.008679
"59120",2006-08-31,59396,-0.014543
"59121",2006-09-29,59396,0.055709
"59122",2006-10-31,59396,0.013056
"59123",2006-11-30,59396,-0.003312
"59124",2006-12-29,59396,0.035024
"59125",2006-01-31,59408,-0.045104
"59126",2006-02-28,59408,0.033227
"59127",2006-03-31,59408,0.000444
"59128",2006-04-28,59408,0.092579
"59129",2006-05-31,59408,-0.024733
"59130",2006-06-30,59408,-0.010198
"59131",2006-07-31,59408,0.06731
"59132",2006-08-31,59408,0.005503
"59133",2006-09-29,59408,0.0367
"59134",2006-10-31,59408,0.0015
"59135",2006-11-30,59408,0.005824
"59136",2006-12-29,59408,-0.012542
"59137",2006-01-31,59459,0.012394
"59138",2006-02-28,59459,-0.056287
"59139",2006-03-31,59459,-0.026036
"59140",2006-04-28,59459,0.050001
"59141",2006-05-31,59459,-0.004527
"59142",2006-06-30,59459,0.014628
"59143",2006-07-31,59459,0.023366
"59144",2006-08-31,59459,-0.045685
"59145",2006-09-29,59459,0.069932
"59146",2006-10-31,59459,0.086324
"59147",2006-11-30,59459,0.009099
"59148",2006-12-29,59459,0.037305
"59149",2006-01-31,59483,0.113738
"59150",2006-02-28,59483,-0.043528
"59151",2006-03-31,59483,-0.208131
"59152",2006-04-28,59483,0.099921
"59153",2006-05-31,59483,-0.065252
"59154",2006-06-30,59483,0.063698
"59155",2006-07-31,59483,-0.059331
"59156",2006-08-31,59483,-0.079615
"59157",2006-09-29,59483,0.002969
"59158",2006-10-31,59483,0.041796
"59159",2006-11-30,59483,-0.005129
"59160",2006-12-29,59483,-0.029165
"59161",2006-01-31,59555,-0.02145
"59162",2006-02-28,59555,0.029289
"59163",2006-03-31,59555,0.058843
"59164",2006-04-28,59555,0.14078
"59165",2006-05-31,59555,-0.072039
"59166",2006-06-30,59555,-0.040633
"59167",2006-07-31,59555,0.031512
"59168",2006-08-31,59555,0.024025
"59169",2006-09-29,59555,-0.003869
"59170",2006-10-31,59555,0.04645
"59171",2006-11-30,59555,-0.005332
"59172",2006-12-29,59555,0.120394
"59173",2006-01-31,59600,0.273072
"59174",2006-02-28,59600,-0.080525
"59175",2006-03-31,59600,0.035949
"59176",2006-04-28,59600,0.220089
"59177",2006-05-31,59600,-0.037414
"59178",2006-06-30,59600,-0.052492
"59179",2006-07-31,59600,0.059705
"59180",2006-08-31,59600,0.065671
"59181",2006-09-29,59600,-0.064549
"59182",2006-10-31,59600,0.067591
"59183",2006-11-30,59600,0.007378
"59184",2006-12-29,59600,0.001951
"59185",2006-01-31,59619,0.055718
"59186",2006-02-28,59619,-0.050341
"59187",2006-03-31,59619,0.003554
"59188",2006-04-28,59619,0.134904
"59189",2006-05-31,59619,-0.015006
"59190",2006-06-30,59619,0.032174
"59191",2006-07-31,59619,-0.050389
"59192",2006-08-31,59619,0.01235
"59193",2006-09-29,59619,-0.031436
"59194",2006-10-31,59619,0.173723
"59195",2006-11-30,59619,0.036581
"59196",2006-12-29,59619,0.028312
"59197",2006-01-31,59627,0.203773
"59198",2006-02-28,59627,-0.16831
"59199",2006-03-31,59627,-0.056901
"59200",2006-04-28,59627,-0.053886
"59201",2006-05-31,59627,-0.101773
"59202",2006-06-30,59627,0.107111
"59203",2006-07-31,59627,-0.08
"59204",2006-08-31,59627,0.006623
"59205",2006-09-29,59627,0.040868
"59206",2006-10-31,59627,0.188523
"59207",2006-11-30,59627,0.023291
"59208",2006-12-29,59627,0.300348
"59209",2006-01-31,59774,0.100795
"59210",2006-02-28,59774,-0.017844
"59211",2006-03-31,59774,0.084237
"59212",2006-04-28,59774,-0.038833
"59213",2006-05-31,59774,-0.031153
"59214",2006-06-30,59774,0.01366
"59215",2006-07-31,59774,-0.0322
"59216",2006-08-31,59774,-0.052191
"59217",2006-09-29,59774,0.039276
"59218",2006-10-31,59774,0.015001
"59219",2006-11-30,59774,0.153463
"59220",2006-12-29,59774,0.025524
"59221",2006-01-31,60097,-0.020935
"59222",2006-02-28,60097,-0.048025
"59223",2006-03-31,60097,-0.063014
"59224",2006-04-28,60097,-0.014117
"59225",2006-05-31,60097,0.003082
"59226",2006-06-30,60097,-0.074707
"59227",2006-07-31,60097,0.075071
"59228",2006-08-31,60097,-0.075855
"59229",2006-09-29,60097,-0.013908
"59230",2006-10-31,60097,0.046503
"59231",2006-11-30,60097,0.066671
"59232",2006-12-29,60097,0.022472
"59233",2006-01-31,60098,0.052401
"59234",2006-02-28,60098,0.023969
"59235",2006-03-31,60098,-0.082673
"59236",2006-04-28,60098,0.036832
"59237",2006-05-31,60098,-0.120632
"59238",2006-06-30,60098,0.043528
"59239",2006-07-31,60098,0.081254
"59240",2006-08-31,60098,0.022014
"59241",2006-09-29,60098,-0.034282
"59242",2006-10-31,60098,0.01984
"59243",2006-11-30,60098,0.03239
"59244",2006-12-29,60098,0.009399
"59245",2006-01-31,60186,0.133441
"59246",2006-02-28,60186,0.01545
"59247",2006-03-31,60186,0.028599
"59248",2006-04-28,60186,-0.031064
"59249",2006-05-31,60186,-0.072389
"59250",2006-06-30,60186,-0.035987
"59251",2006-07-31,60186,0.052294
"59252",2006-08-31,60186,0.060679
"59253",2006-09-29,60186,0.022944
"59254",2006-10-31,60186,-0.046058
"59255",2006-11-30,60186,-0.019433
"59256",2006-12-29,60186,0.008568
"59257",2006-01-31,60206,0.064924
"59258",2006-02-28,60206,-0.026824
"59259",2006-03-31,60206,-0.024255
"59260",2006-04-28,60206,0.085067
"59261",2006-05-31,60206,0.011363
"59262",2006-06-30,60206,-0.038862
"59263",2006-07-31,60206,0.035337
"59264",2006-08-31,60206,0.042456
"59265",2006-09-29,60206,0.015351
"59266",2006-10-31,60206,0.051568
"59267",2006-11-30,60206,0.011535
"59268",2006-12-29,60206,-0.001053
"59269",2006-01-31,60442,0.053592
"59270",2006-02-28,60442,0.081244
"59271",2006-03-31,60442,-0.046913
"59272",2006-04-28,60442,0.066375
"59273",2006-05-31,60442,-0.040119
"59274",2006-06-30,60442,0.014285
"59275",2006-07-31,60442,0.013386
"59276",2006-08-31,60442,-0.004906
"59277",2006-09-29,60442,0.019208
"59278",2006-10-31,60442,-0.029776
"59279",2006-11-30,60442,0.005225
"59280",2006-12-29,60442,0.04339
"59281",2006-01-31,60468,0.130429
"59282",2006-02-28,60468,-0.284896
"59283",2006-03-31,60468,0.066163
"59284",2006-04-28,60468,0.065631
"59285",2006-05-31,60468,-0.050823
"59286",2006-06-30,60468,-0.062727
"59287",2006-07-31,60468,-0.100187
"59288",2006-08-31,60468,0.098524
"59289",2006-09-29,60468,-0.058401
"59290",2006-10-31,60468,-0.228659
"59291",2006-11-30,60468,-0.0053
"59292",2006-12-29,60468,-0.039221
"59293",2006-01-31,60506,0.001844
"59294",2006-02-28,60506,0.004071
"59295",2006-03-31,60506,0.005031
"59296",2006-04-28,60506,0.016973
"59297",2006-05-31,60506,0.068271
"59298",2006-06-30,60506,0.067958
"59299",2006-07-31,60506,-0.023786
"59300",2006-08-31,60506,0.015057
"59301",2006-09-29,60506,0.038885
"59302",2006-10-31,60506,0.034308
"59303",2006-11-30,60506,0.102032
"59304",2006-12-29,60506,0.020502
"59305",2006-01-31,60580,0.006553
"59306",2006-02-28,60580,0.040029
"59307",2006-03-31,60580,0.033369
"59308",2006-04-28,60580,0.032002
"59309",2006-05-31,60580,-0.028162
"59310",2006-06-30,60580,-0.034661
"59311",2006-07-31,60580,-0.117276
"59312",2006-08-31,60580,-0.038008
"59313",2006-09-29,60580,0.049887
"59314",2006-10-31,60580,0.021511
"59315",2006-11-30,60580,0.036115
"59316",2006-12-29,60580,0.037203
"59317",2006-01-31,60599,0.000722
"59318",2006-02-28,60599,0.07708
"59319",2006-03-31,60599,0.085308
"59320",2006-04-28,60599,-0.039899
"59321",2006-05-31,60599,-0.056024
"59322",2006-06-30,60599,0.036909
"59323",2006-07-31,60599,0.034223
"59324",2006-08-31,60599,0.029829
"59325",2006-09-29,60599,-0.007867
"59326",2006-10-31,60599,0.010269
"59327",2006-11-30,60599,0.054759
"59328",2006-12-29,60599,0.022087
"59329",2006-01-31,60871,0.105226
"59330",2006-02-28,60871,-0.041356
"59331",2006-03-31,60871,0.000233
"59332",2006-04-28,60871,-0.013263
"59333",2006-05-31,60871,-0.110576
"59334",2006-06-30,60871,-0.051139
"59335",2006-07-31,60871,0.001912
"59336",2006-08-31,60871,-0.051525
"59337",2006-09-29,60871,-0.044896
"59338",2006-10-31,60871,0.078581
"59339",2006-11-30,60871,0.022827
"59340",2006-12-29,60871,0.006763
"59341",2006-01-31,60898,0.002727
"59342",2006-02-28,60898,0.037424
"59343",2006-03-31,60898,0.028102
"59344",2006-04-28,60898,0.013523
"59345",2006-05-31,60898,-0.021975
"59346",2006-06-30,60898,0.004651
"59347",2006-07-31,60898,-0.002971
"59348",2006-08-31,60898,-0.001086
"59349",2006-09-29,60898,-0.007205
"59350",2006-10-31,60898,0.002128
"59351",2006-11-30,60898,0.039203
"59352",2006-12-29,60898,0.050909
"59353",2006-01-31,60943,0.0688
"59354",2006-02-28,60943,-0.049704
"59355",2006-03-31,60943,0.041019
"59356",2006-04-28,60943,0.085034
"59357",2006-05-31,60943,-0.04727
"59358",2006-06-30,60943,-0.013453
"59359",2006-07-31,60943,-0.090469
"59360",2006-08-31,60943,0.005879
"59361",2006-09-29,60943,0.089176
"59362",2006-10-31,60943,-0.071219
"59363",2006-11-30,60943,0.014215
"59364",2006-12-29,60943,0.008195
"59365",2006-01-31,60986,-0.009387
"59366",2006-02-28,60986,0.057514
"59367",2006-03-31,60986,0.009167
"59368",2006-04-28,60986,0.084927
"59369",2006-05-31,60986,-0.031652
"59370",2006-06-30,60986,-0.027809
"59371",2006-07-31,60986,0.016519
"59372",2006-08-31,60986,0.027666
"59373",2006-09-29,60986,0.045178
"59374",2006-10-31,60986,0.012143
"59375",2006-11-30,60986,-0.00698
"59376",2006-12-29,60986,0.012146
"59377",2006-01-31,61188,0.043848
"59378",2006-02-28,61188,0.035479
"59379",2006-03-31,61188,-0.023686
"59380",2006-04-28,61188,-0.011829
"59381",2006-05-31,61188,0.05324
"59382",2006-06-30,61188,0.072606
"59383",2006-07-31,61188,0.046734
"59384",2006-08-31,61188,0.025408
"59385",2006-09-29,61188,-0.015376
"59386",2006-10-31,61188,0.072731
"59387",2006-11-30,61188,0.047779
"59388",2006-12-29,61188,0.01811
"59389",2006-01-31,61241,0.362513
"59390",2006-02-28,61241,-0.07828
"59391",2006-03-31,61241,-0.146188
"59392",2006-04-28,61241,-0.028027
"59393",2006-05-31,61241,-0.049431
"59394",2006-06-30,61241,-0.213453
"59395",2006-07-31,61241,-0.209979
"59396",2006-08-31,61241,0.284609
"59397",2006-09-29,61241,-0.009702
"59398",2006-10-31,61241,-0.148164
"59399",2006-11-30,61241,0.009904
"59400",2006-12-29,61241,-0.06056
"59401",2006-01-31,61269,0.166003
"59402",2006-02-28,61269,0.253119
"59403",2006-03-31,61269,-0.04038
"59404",2006-04-28,61269,-0.023139
"59405",2006-05-31,61269,-0.110585
"59406",2006-06-30,61269,-0.016579
"59407",2006-07-31,61269,-0.034689
"59408",2006-08-31,61269,-0.188788
"59409",2006-09-29,61269,0.006156
"59410",2006-10-31,61269,0.011846
"59411",2006-11-30,61269,0.185673
"59412",2006-12-29,61269,-0.036723
"59413",2006-01-31,61313,0.082978
"59414",2006-02-28,61313,0.002099
"59415",2006-03-31,61313,-0.028801
"59416",2006-04-28,61313,-0.019877
"59417",2006-05-31,61313,-0.005203
"59418",2006-06-30,61313,0.018282
"59419",2006-07-31,61313,-0.032934
"59420",2006-08-31,61313,0.013435
"59421",2006-09-29,61313,0.101352
"59422",2006-10-31,61313,0.013515
"59423",2006-11-30,61313,-0.069446
"59424",2006-12-29,61313,-0.012569
"59425",2006-01-31,61399,-0.049255
"59426",2006-02-28,61399,0.069456
"59427",2006-03-31,61399,-0.058555
"59428",2006-04-28,61399,-0.024239
"59429",2006-05-31,61399,-0.016513
"59430",2006-06-30,61399,-0.029851
"59431",2006-07-31,61399,-0.067788
"59432",2006-08-31,61399,-0.049703
"59433",2006-09-29,61399,0.032855
"59434",2006-10-31,61399,0.071809
"59435",2006-11-30,61399,-0.003536
"59436",2006-12-29,61399,0.028825
"59437",2006-01-31,61487,0.167691
"59438",2006-02-28,61487,-0.020596
"59439",2006-03-31,61487,0.068951
"59440",2006-04-28,61487,0.309875
"59441",2006-05-31,61487,-0.155488
"59442",2006-06-30,61487,0.037985
"59443",2006-07-31,61487,0.228296
"59444",2006-08-31,61487,-0.038136
"59445",2006-09-29,61487,-0.11051
"59446",2006-10-31,61487,0.073375
"59447",2006-11-30,61487,-0.186091
"59448",2006-12-29,61487,-0.010271
"59449",2006-01-31,61567,0.152733
"59450",2006-02-28,61567,0.027745
"59451",2006-03-31,61567,0.017211
"59452",2006-04-28,61567,0.001862
"59453",2006-05-31,61567,-0.072657
"59454",2006-06-30,61567,-0.240638
"59455",2006-07-31,61567,-0.089296
"59456",2006-08-31,61567,0.041033
"59457",2006-09-29,61567,-0.062023
"59458",2006-10-31,61567,0.14007
"59459",2006-11-30,61567,0.101421
"59460",2006-12-29,61567,-0.031374
"59461",2006-01-31,61700,0.012893
"59462",2006-02-28,61700,0.028858
"59463",2006-03-31,61700,-0.0037
"59464",2006-04-28,61700,0.005775
"59465",2006-05-31,61700,-0.137427
"59466",2006-06-30,61700,-0.004
"59467",2006-07-31,61700,0.128179
"59468",2006-08-31,61700,0.021004
"59469",2006-09-29,61700,0.008208
"59470",2006-10-31,61700,0.081006
"59471",2006-11-30,61700,0.01538
"59472",2006-12-29,61700,-0.020457
"59473",2006-01-31,61743,-0.11498
"59474",2006-02-28,61743,-0.063519
"59475",2006-03-31,61743,0.05282
"59476",2006-04-28,61743,-0.092633
"59477",2006-05-31,61743,-0.086095
"59478",2006-06-30,61743,-0.190598
"59479",2006-07-31,61743,-0.03146
"59480",2006-08-31,61743,0.064624
"59481",2006-09-29,61743,-0.049859
"59482",2006-10-31,61743,0.321631
"59483",2006-11-30,61743,0.092845
"59484",2006-12-29,61743,0.019558
"59485",2006-01-31,61778,0.204482
"59486",2006-02-28,61778,-0.000119
"59487",2006-03-31,61778,-0.005178
"59488",2006-04-28,61778,0.061645
"59489",2006-05-31,61778,-0.114867
"59490",2006-06-30,61778,-0.072862
"59491",2006-07-31,61778,0.045646
"59492",2006-08-31,61778,0.052656
"59493",2006-09-29,61778,-0.007391
"59494",2006-10-31,61778,0.045818
"59495",2006-11-30,61778,-0.0042
"59496",2006-12-29,61778,0.052564
"59497",2006-01-31,61815,0.144887
"59498",2006-02-28,61815,-0.093936
"59499",2006-03-31,61815,0.041019
"59500",2006-04-28,61815,0.020535
"59501",2006-05-31,61815,-0.036425
"59502",2006-06-30,61815,0.074233
"59503",2006-07-31,61815,0.076026
"59504",2006-08-31,61815,-0.026231
"59505",2006-09-29,61815,-0.081599
"59506",2006-10-31,61815,0.062581
"59507",2006-11-30,61815,0.097486
"59508",2006-12-29,61815,-0.086804
"59509",2006-01-31,61946,0.025104
"59510",2006-02-28,61946,-0.023063
"59511",2006-03-31,61946,-0.020188
"59512",2006-04-28,61946,0.066988
"59513",2006-05-31,61946,-0.065838
"59514",2006-06-30,61946,0.01078
"59515",2006-07-31,61946,0.039694
"59516",2006-08-31,61946,-0.023458
"59517",2006-09-29,61946,-0.038573
"59518",2006-10-31,61946,0.022678
"59519",2006-11-30,61946,0.040135
"59520",2006-12-29,61946,0.030444
"59521",2006-01-31,62033,0.091821
"59522",2006-02-28,62033,0.113056
"59523",2006-03-31,62033,0.107411
"59524",2006-04-28,62033,0.032708
"59525",2006-05-31,62033,-0.225371
"59526",2006-06-30,62033,-0.003366
"59527",2006-07-31,62033,-0.057651
"59528",2006-08-31,62033,-0.067266
"59529",2006-09-29,62033,0.073594
"59530",2006-10-31,62033,0.06521
"59531",2006-11-30,62033,-0.136017
"59532",2006-12-29,62033,-0.038817
"59533",2006-01-31,62092,0.112995
"59534",2006-02-28,62092,0.025732
"59535",2006-03-31,62092,0.067646
"59536",2006-04-28,62092,0.035494
"59537",2006-05-31,62092,-0.051005
"59538",2006-06-30,62092,-0.017609
"59539",2006-07-31,62092,0.017247
"59540",2006-08-31,62092,0.054973
"59541",2006-09-29,62092,-0.000784
"59542",2006-10-31,62092,0.085908
"59543",2006-11-30,62092,0.018193
"59544",2006-12-29,62092,0.02931
"59545",2006-01-31,62308,0.007471
"59546",2006-02-28,62308,-0.02889
"59547",2006-03-31,62308,0.040749
"59548",2006-04-28,62308,0.051041
"59549",2006-05-31,62308,-0.024762
"59550",2006-06-30,62308,0.02725
"59551",2006-07-31,62308,-0.005976
"59552",2006-08-31,62308,0.024575
"59553",2006-09-29,62308,0.010367
"59554",2006-10-31,62308,-0.024699
"59555",2006-11-30,62308,0.020768
"59556",2006-12-29,62308,0.004542
"59557",2006-01-31,62367,0.081703
"59558",2006-02-28,62367,-0.009709
"59559",2006-03-31,62367,0.038452
"59560",2006-04-28,62367,-0.053772
"59561",2006-05-31,62367,-0.072679
"59562",2006-06-30,62367,0.118136
"59563",2006-07-31,62367,0.000923
"59564",2006-08-31,62367,0.048984
"59565",2006-09-29,62367,-0.016226
"59566",2006-10-31,62367,0.088796
"59567",2006-11-30,62367,-0.033888
"59568",2006-12-29,62367,0.005823
"59569",2006-01-31,62498,0.221031
"59570",2006-02-28,62498,0.054248
"59571",2006-03-31,62498,0.071556
"59572",2006-04-28,62498,0.025778
"59573",2006-05-31,62498,-0.049219
"59574",2006-06-30,62498,0.062431
"59575",2006-07-31,62498,0.068767
"59576",2006-08-31,62498,0.024408
"59577",2006-09-29,62498,-0.020136
"59578",2006-10-31,62498,0.069748
"59579",2006-11-30,62498,0.163735
"59580",2006-12-29,62498,0.039381
"59581",2006-01-31,63125,0.161703
"59582",2006-02-28,63125,-0.331702
"59583",2006-03-31,63125,0.053884
"59584",2006-04-28,63125,-0.040121
"59585",2006-05-31,63125,0.135203
"59586",2006-06-30,63125,0.086909
"59587",2006-07-31,63125,-0.131778
"59588",2006-08-31,63125,-0.141405
"59589",2006-09-29,63125,0.031403
"59590",2006-10-31,63125,0.057329
"59591",2006-11-30,63125,0.028841
"59592",2006-12-29,63125,0.088689
"59593",2006-01-31,63132,0.062979
"59594",2006-02-28,63132,-0.03369
"59595",2006-03-31,63132,0.00128
"59596",2006-04-28,63132,0.071175
"59597",2006-05-31,63132,-0.190386
"59598",2006-06-30,63132,-0.050344
"59599",2006-07-31,63132,-0.032618
"59600",2006-08-31,63132,-0.040887
"59601",2006-09-29,63132,0.072646
"59602",2006-10-31,63132,0.111656
"59603",2006-11-30,63132,0.099066
"59604",2006-12-29,63132,-0.007918
"59605",2006-01-31,63546,-0.005401
"59606",2006-02-28,63546,-0.07959
"59607",2006-03-31,63546,0.235475
"59608",2006-04-28,63546,-0.030491
"59609",2006-05-31,63546,-0.097564
"59610",2006-06-30,63546,-0.103048
"59611",2006-07-31,63546,-0.001859
"59612",2006-08-31,63546,-0.019157
"59613",2006-09-29,63546,0.034946
"59614",2006-10-31,63546,-0.046383
"59615",2006-11-30,63546,-0.006408
"59616",2006-12-29,63546,-0.060054
"59617",2006-01-31,63706,0.134814
"59618",2006-02-28,63706,0.000639
"59619",2006-03-31,63706,0.029081
"59620",2006-04-28,63706,0.114008
"59621",2006-05-31,63706,0.035461
"59622",2006-06-30,63706,0.084496
"59623",2006-07-31,63706,0.12039
"59624",2006-08-31,63706,-0.082291
"59625",2006-09-29,63706,-0.018241
"59626",2006-10-31,63706,0.059499
"59627",2006-11-30,63706,-0.004709
"59628",2006-12-29,63706,-0.032571
"59629",2006-01-31,63715,0.168549
"59630",2006-02-28,63715,0.067859
"59631",2006-03-31,63715,-0.037846
"59632",2006-04-28,63715,0.125417
"59633",2006-05-31,63715,-0.087261
"59634",2006-06-30,63715,0.057197
"59635",2006-07-31,63715,-0.024894
"59636",2006-08-31,63715,-0.064806
"59637",2006-09-29,63715,0.001352
"59638",2006-10-31,63715,0.079045
"59639",2006-11-30,63715,-0.008372
"59640",2006-12-29,63715,0.318581
"59641",2006-01-31,63765,0.196834
"59642",2006-02-28,63765,-0.259543
"59643",2006-03-31,63765,-0.000584
"59644",2006-04-28,63765,0.115381
"59645",2006-05-31,63765,-0.107576
"59646",2006-06-30,63765,-0.039294
"59647",2006-07-31,63765,0.09998
"59648",2006-08-31,63765,-0.005654
"59649",2006-09-29,63765,-0.134522
"59650",2006-10-31,63765,0.187062
"59651",2006-11-30,63765,0.179892
"59652",2006-12-29,63765,-0.172051
"59653",2006-01-31,64020,0.094244
"59654",2006-02-28,64020,0.017833
"59655",2006-03-31,64020,-0.166007
"59656",2006-04-28,64020,-0.05404
"59657",2006-05-31,64020,-0.12403
"59658",2006-06-30,64020,-0.004958
"59659",2006-07-31,64020,-0.170827
"59660",2006-08-31,64020,0.090161
"59661",2006-09-29,64020,0.033755
"59662",2006-10-31,64020,0.010084
"59663",2006-11-30,64020,0.094701
"59664",2006-12-29,64020,-0.014
"59665",2006-01-31,64194,0.066548
"59666",2006-02-28,64194,0.040618
"59667",2006-03-31,64194,0.066646
"59668",2006-04-28,64194,-0.085332
"59669",2006-05-31,64194,-0.014944
"59670",2006-06-30,64194,0.008628
"59671",2006-07-31,64194,-0.329509
"59672",2006-08-31,64194,0.068938
"59673",2006-09-29,64194,-0.185526
"59674",2006-10-31,64194,0.096024
"59675",2006-11-30,64194,0.051872
"59676",2006-12-29,64194,-0.015758
"59677",2006-01-31,64282,0.055113
"59678",2006-02-28,64282,0.003362
"59679",2006-03-31,64282,0.029676
"59680",2006-04-28,64282,0.044642
"59681",2006-05-31,64282,0.060833
"59682",2006-06-30,64282,-0.061806
"59683",2006-07-31,64282,-0.020803
"59684",2006-08-31,64282,0.024417
"59685",2006-09-29,64282,0.025438
"59686",2006-10-31,64282,0.108395
"59687",2006-11-30,64282,0.076221
"59688",2006-12-29,64282,-0.090778
"59689",2006-01-31,64390,-0.104031
"59690",2006-02-28,64390,0.019544
"59691",2006-03-31,64390,-0.033109
"59692",2006-04-28,64390,0.037355
"59693",2006-05-31,64390,0.003716
"59694",2006-06-30,64390,-0.063689
"59695",2006-07-31,64390,-0.063121
"59696",2006-08-31,64390,0.012336
"59697",2006-09-29,64390,-0.005777
"59698",2006-10-31,64390,-0.019177
